Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
IHR,2003-01-01,12.30,0.00,0.00,13.90,6.67,6.10,753.33,725.50,96.31,0.58,439.45
IHR,2003-01-02,17.23,0.00,0.00,15.20,6.11,6.12,749.49,727.54,97.08,0.58,439.39
IHR,2003-01-03,20.37,0.00,0.00,20.30,6.11,6.22,753.76,731.33,97.03,0.58,439.42
IHR,2003-01-04,19.98,0.00,0.00,19.40,6.11,6.20,752.04,732.08,97.35,0.58,439.25
IHR,2003-01-05,16.99,0.00,0.00,17.70,6.11,6.20,762.88,731.29,95.86,0.58,439.18
IHR,2003-01-06,21.46,0.00,0.00,21.20,6.11,6.12,764.40,731.83,95.74,0.58,439.32
IHR,2003-01-07,19.48,0.00,0.00,19.70,6.11,6.07,761.36,731.42,96.07,0.58,439.50
IHR,2003-01-08,17.40,0.00,0.02,18.00,6.11,6.00,758.93,730.83,96.30,0.58,439.26
IHR,2003-01-09,19.78,0.00,0.00,18.10,6.11,5.93,757.27,731.13,96.54,0.58,439.27
IHR,2003-01-10,19.33,0.00,0.02,19.80,5.56,5.87,755.42,731.00,96.77,0.58,439.36
IHR,2003-01-11,18.27,0.00,0.00,18.70,5.56,5.78,754.78,731.13,96.87,0.58,439.33
IHR,2003-01-12,13.85,0.00,0.00,14.90,5.56,5.70,752.89,730.08,96.97,0.58,439.48
IHR,2003-01-13,15.80,0.00,0.00,16.20,5.56,5.61,757.08,729.21,96.32,0.58,439.36
IHR,2003-01-14,20.40,0.00,0.00,19.40,5.56,5.47,757.78,731.04,96.48,0.58,439.36
IHR,2003-01-15,20.24,0.00,0.00,20.60,5.56,5.31,763.28,732.08,95.90,0.83,439.28
IHR,2003-01-16,21.69,0.00,0.00,20.80,5.56,5.24,765.74,732.46,95.65,0.83,439.34
IHR,2003-01-17,23.45,0.00,0.00,24.00,5.56,5.16,765.88,733.75,95.81,0.83,439.27
IHR,2003-01-18,23.97,0.00,0.00,23.70,5.56,5.12,761.82,734.38,96.40,0.83,439.40
IHR,2003-01-19,17.77,0.00,0.00,20.10,5.56,5.07,757.49,735.08,97.04,0.83,439.27
IHR,2003-01-20,20.23,0.00,0.00,18.00,5.00,4.99,755.80,735.67,97.33,0.83,439.45
IHR,2003-01-21,21.50,0.00,0.00,22.00,5.00,4.91,754.30,736.00,97.56,0.83,439.41
IHR,2003-01-22,20.00,0.00,0.00,21.00,5.00,4.80,753.18,735.63,97.67,0.83,439.33
IHR,2003-01-23,24.05,0.00,0.00,22.90,5.00,4.77,754.95,735.67,97.44,0.83,439.62
IHR,2003-01-24,26.93,0.00,0.00,26.80,5.00,4.84,754.23,737.63,97.79,0.83,439.09
IHR,2003-01-25,24.18,0.00,0.00,22.60,5.00,4.81,755.34,735.38,97.36,10.00,439.06
IHR,2003-01-26,16.93,0.00,0.00,16.80,5.00,4.90,749.89,735.50,98.07,0.83,438.97
IHR,2003-01-27,25.24,0.00,0.00,27.80,5.00,5.00,751.66,737.54,98.13,0.83,439.41
IHR,2003-01-28,50.03,0.00,0.00,48.70,5.00,5.11,755.62,741.88,98.17,0.83,439.35
IHR,2003-01-29,48.12,0.00,0.00,47.40,5.00,5.10,754.05,745.00,98.80,0.83,439.27
IHR,2003-01-30,35.95,0.00,0.00,37.40,5.00,5.07,751.97,746.00,99.20,0.83,439.26
IHR,2003-01-31,58.36,0.00,0.00,56.40,5.00,5.04,748.56,746.71,99.75,0.83,439.28
IHR,2003-02-01,74.31,0.00,0.00,74.80,5.00,5.16,749.91,748.79,99.85,0.83,439.32
IHR,2003-02-02,77.56,0.00,0.00,76.90,5.00,5.30,755.83,751.58,99.44,0.83,439.08
IHR,2003-02-03,57.50,0.00,0.00,58.20,5.00,5.22,756.05,753.17,99.62,0.83,439.23
IHR,2003-02-04,51.17,0.00,0.00,51.20,5.00,5.18,759.12,755.83,99.57,0.83,439.29
IHR,2003-02-05,42.75,0.00,0.00,42.20,5.00,5.20,758.85,756.38,99.66,0.83,439.28
IHR,2003-02-06,42.69,0.00,0.00,43.30,5.00,5.19,762.11,755.92,99.20,0.55,439.27
IHR,2003-02-07,36.76,0.00,0.00,36.30,5.00,5.12,759.15,755.71,99.56,0.55,439.21
IHR,2003-02-08,38.98,0.00,0.00,38.10,5.00,5.11,756.68,755.79,99.89,0.55,439.16
IHR,2003-02-09,31.61,0.00,0.00,32.40,5.00,5.04,753.13,754.21,100.15,0.13,439.17
IHR,2003-02-10,24.04,0.00,0.00,24.70,5.00,5.02,755.27,753.46,99.76,0.13,439.11
IHR,2003-02-11,37.12,0.03,0.09,36.40,,5.00,753.75,754.67,100.13,1.80,439.20
IHR,2003-02-12,29.73,0.00,0.00,28.10,5.00,5.17,751.43,754.83,100.45,0.15,439.22
IHR,2003-02-13,26.57,0.00,0.00,28.50,5.00,5.08,746.30,750.71,100.59,0.15,439.16
