Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
IHR,2015-01-01,27.93,0.00,0.00,26.60,5.56,5.56,,,,8.00,438.95
IHR,2015-01-02,29.67,0.00,0.00,28.80,5.56,5.56,,,,8.00,438.74
IHR,2015-01-03,24.86,0.00,0.00,26.10,5.00,5.00,,,,8.00,438.87
IHR,2015-01-04,27.22,0.00,0.00,24.50,5.00,5.00,,,,7.60,438.71
IHR,2015-01-05,21.43,0.00,0.00,21.10,5.00,5.00,,,,7.60,438.46
IHR,2015-01-06,37.76,0.00,0.00,36.30,5.00,5.00,,,,7.50,437.64
IHR,2015-01-07,32.33,0.00,0.00,37.80,5.56,5.56,,,,8.50,438.28
IHR,2015-01-08,41.54,0.00,0.00,41.20,5.56,5.56,,,,9.10,438.90
IHR,2015-01-09,37.57,0.00,0.00,36.70,5.56,5.56,,,,9.10,438.69
IHR,2015-01-10,33.11,0.00,0.00,32.20,5.56,5.56,,,,9.30,438.69
IHR,2015-01-11,37.33,0.00,0.00,38.20,5.56,5.56,,,,9.30,438.79
IHR,2015-01-12,31.83,0.00,0.00,30.30,5.56,5.56,,,,9.30,438.37
IHR,2015-01-13,29.75,0.00,0.00,28.50,5.00,5.00,,,,9.50,438.58
IHR,2015-01-14,28.99,0.00,0.00,30.00,5.00,5.00,,,,9.50,438.72
IHR,2015-01-15,28.61,0.00,0.00,29.30,5.00,5.00,,,,9.50,438.98
IHR,2015-01-16,29.68,0.00,0.00,27.50,5.00,5.00,,,,9.60,439.00
IHR,2015-01-17,34.90,0.00,0.00,35.30,5.56,5.56,,,,9.60,438.52
IHR,2015-01-18,25.52,0.00,0.00,29.80,5.56,5.56,,,,8.40,438.89
IHR,2015-01-19,40.67,0.00,0.00,39.20,5.56,5.56,,,,8.40,439.22
