Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Tailwater Elevation (ft)
IDSW,2017-01-01,20.09,0.00,0.00,21.00,,3.66,745.79,725.96,97.34,,340.43
IDSW,2017-01-02,17.46,0.00,0.00,17.00,,3.53,753.06,726.96,96.53,,340.16
IDSW,2017-01-03,23.52,0.00,0.00,23.00,,3.38,761.32,727.75,95.59,,340.55
IDSW,2017-01-04,21.15,0.00,0.00,22.40,,3.14,760.74,727.21,95.59,,340.38
IDSW,2017-01-05,27.74,0.00,0.00,25.80,,2.88,763.13,724.67,94.96,,340.71
IDSW,2017-01-06,26.15,0.00,0.00,26.60,,2.64,759.99,722.50,95.07,,340.12
IDSW,2017-01-07,22.75,0.00,0.00,21.50,,2.29,757.95,720.54,95.07,,339.49
IDSW,2017-01-08,22.22,0.00,0.00,23.80,,2.00,751.95,720.00,95.76,,339.44
IDSW,2017-01-09,20.68,0.00,0.00,20.70,,1.71,745.86,719.63,96.48,,339.60
IDSW,2017-01-10,26.25,0.00,0.00,25.60,,1.42,745.37,719.54,96.54,,340.21
IDSW,2017-01-11,32.52,0.00,0.00,31.30,,1.16,750.85,718.58,95.70,,341.41
IDSW,2017-01-12,26.88,0.00,0.00,27.00,,1.06,762.53,718.25,94.19,,340.58
IDSW,2017-01-13,23.76,0.00,0.00,24.20,,0.99,770.17,718.04,93.23,,340.24
IDSW,2017-01-14,31.53,0.00,0.00,31.40,,1.01,770.45,720.42,93.51,,340.78
IDSW,2017-01-15,29.56,0.00,0.00,27.60,,0.94,767.05,720.63,93.95,,340.36
IDSW,2017-01-16,29.50,0.00,0.00,31.10,,0.79,765.76,719.33,93.94,,340.42
IDSW,2017-01-17,31.40,0.00,0.00,32.30,,0.57,755.94,716.46,94.78,,340.47
IDSW,2017-01-18,20.65,0.00,0.00,20.20,,0.50,743.48,716.63,96.39,,339.57
IDSW,2017-01-19,17.76,0.00,0.00,17.70,,0.58,742.09,717.96,96.75,,339.39
IDSW,2017-01-20,26.09,0.00,0.00,27.30,,0.61,735.77,718.88,97.71,,339.86
IDSW,2017-01-21,21.59,0.00,0.00,20.20,,0.71,739.94,719.46,97.23,,340.17
IDSW,2017-01-22,29.14,0.00,0.00,31.70,,0.77,743.49,721.13,96.99,,340.63
IDSW,2017-01-23,33.63,0.00,0.00,31.20,,0.85,748.63,722.29,96.48,,340.83
IDSW,2017-01-24,28.70,0.00,0.00,28.80,,0.92,755.62,723.92,95.80,,340.92
IDSW,2017-01-25,27.30,0.00,0.00,26.70,,0.99,760.13,725.71,95.47,,340.48
IDSW,2017-01-26,29.49,0.00,0.00,28.50,,1.02,766.31,727.42,94.92,,340.56
IDSW,2017-01-27,30.01,0.00,0.00,29.20,,1.04,772.04,728.54,94.37,,340.72
IDSW,2017-01-28,28.15,0.00,0.00,29.20,,1.11,772.43,730.83,94.62,,340.52
IDSW,2017-01-29,24.85,0.00,0.00,25.20,,1.24,766.58,733.04,95.63,,340.04
IDSW,2017-01-30,35.88,0.00,0.00,37.50,,1.28,761.98,735.58,96.54,,340.84
IDSW,2017-01-31,37.05,0.00,0.00,37.10,,1.28,759.65,737.83,97.13,,341.32
IDSW,2017-02-01,29.53,0.00,0.00,26.50,,1.12,763.68,737.75,96.60,,340.60
IDSW,2017-02-02,25.73,0.00,0.00,27.80,,1.03,762.25,737.96,96.81,,339.93
IDSW,2017-02-03,32.86,0.00,0.00,33.20,,0.99,749.21,736.71,98.34,,340.51
IDSW,2017-02-04,27.70,0.00,0.00,28.20,,1.05,747.75,737.63,98.65,,340.09
IDSW,2017-02-05,37.20,0.00,0.00,37.80,,1.14,742.20,737.67,99.39,,340.87
