Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Tailwater Elevation (ft)
IDSW,2011-01-01,23.42,0.00,0.00,25.60,,3.89,761.01,732.08,96.20,,339.48
IDSW,2011-01-02,31.34,0.00,0.00,29.20,,3.72,762.19,728.75,95.61,,340.15
IDSW,2011-01-03,39.77,0.00,0.00,37.70,,3.43,763.01,725.41,95.07,,340.83
IDSW,2011-01-04,39.64,0.00,0.00,37.40,,3.28,761.47,724.04,95.09,,340.84
IDSW,2011-01-05,23.73,0.00,0.00,27.00,,3.32,761.04,726.54,95.47,,339.61
IDSW,2011-01-06,15.52,0.00,0.00,17.40,,3.34,759.18,726.62,95.71,,339.39
IDSW,2011-01-07,27.83,0.00,0.00,27.20,,3.38,753.21,725.16,96.28,,340.64
IDSW,2011-01-08,31.50,0.00,0.00,32.10,,3.51,752.96,725.66,96.37,,341.12
IDSW,2011-01-09,24.33,0.00,0.00,25.80,,3.59,756.37,726.04,95.99,,340.59
IDSW,2011-01-10,32.12,0.00,0.00,32.70,,3.55,763.52,725.54,95.03,,340.63
IDSW,2011-01-11,36.26,0.00,0.00,32.20,,3.43,761.50,724.50,95.14,,340.61
IDSW,2011-01-12,27.43,0.00,0.00,29.40,,3.37,754.58,724.71,96.04,,340.09
IDSW,2011-01-13,33.96,0.00,0.00,33.20,,3.33,752.14,725.71,96.49,,340.89
IDSW,2011-01-14,30.48,0.00,0.00,31.10,,3.29,757.32,730.04,96.40,,340.76
IDSW,2011-01-15,45.41,0.00,0.00,44.30,,3.26,755.84,733.62,97.06,,341.78
IDSW,2011-01-16,49.26,0.00,0.00,51.90,,3.45,747.29,739.79,99.00,,342.22
IDSW,2011-01-17,93.71,17.11,18.26,93.00,,3.76,752.13,794.71,105.64,,345.80
IDSW,2011-01-18,105.77,29.92,28.28,105.40,,4.12,755.60,839.54,111.11,,346.49
IDSW,2011-01-19,82.38,4.80,5.83,80.00,,4.05,762.46,770.33,101.04,,345.21
IDSW,2011-01-20,68.11,0.00,0.00,68.80,,3.93,759.99,753.87,99.20,,344.19
