Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Tailwater Elevation (ft)
IDSW,2013-01-01,20.07,0.00,0.00,20.50,,4.74,767.99,729.25,94.96,,339.99
IDSW,2013-01-02,35.37,0.00,0.00,32.10,,4.66,767.52,727.87,94.83,,340.84
IDSW,2013-01-03,26.14,0.00,0.00,26.90,,4.50,763.84,726.71,95.14,,339.94
IDSW,2013-01-04,24.54,0.00,0.00,22.00,,4.33,763.40,725.25,95.00,,340.16
IDSW,2013-01-05,20.84,0.00,0.00,25.50,,4.21,761.64,726.08,95.33,,340.35
IDSW,2013-01-06,13.34,0.00,0.00,12.70,,4.17,757.54,729.29,96.27,,339.95
IDSW,2013-01-07,23.60,0.00,0.00,21.10,,4.16,752.06,728.71,96.89,,340.54
IDSW,2013-01-08,31.21,0.00,0.00,31.20,,4.12,753.53,730.41,96.93,,341.05
IDSW,2013-01-09,27.03,0.01,0.03,27.10,,4.10,746.62,732.66,98.13,,340.57
IDSW,2013-01-10,21.20,0.00,0.00,24.40,,4.03,751.07,734.66,97.82,,339.76
IDSW,2013-01-11,33.95,0.00,0.00,33.50,,3.98,757.34,734.41,96.97,,340.29
IDSW,2013-01-12,31.57,0.00,0.00,30.10,,3.88,761.39,734.04,96.41,,340.30
IDSW,2013-01-13,17.45,0.00,0.00,21.30,,3.83,764.24,735.00,96.17,,339.30
IDSW,2013-01-14,34.93,0.00,0.00,29.70,,3.71,763.33,732.54,95.97,,340.83
IDSW,2013-01-15,33.88,0.00,0.00,35.20,,3.55,767.61,730.37,95.15,,341.25
IDSW,2013-01-16,25.22,0.00,0.00,23.80,,3.42,768.24,728.33,94.80,,340.68
IDSW,2013-01-17,28.10,12.63,44.95,30.10,,3.35,766.78,785.04,102.40,,339.90
IDSW,2013-01-18,29.75,0.04,0.13,27.40,,3.28,762.15,743.66,97.57,,340.38
IDSW,2013-01-19,20.78,0.00,0.00,20.80,,3.26,764.36,730.37,95.55,,339.86
IDSW,2013-01-20,13.49,0.00,0.00,15.80,,3.24,766.19,730.33,95.32,,339.46
IDSW,2013-01-21,27.10,0.00,0.00,24.60,,3.19,763.42,728.75,95.46,,340.74
IDSW,2013-01-22,26.98,0.00,0.00,27.20,,3.07,761.06,729.16,95.81,,340.59
IDSW,2013-01-23,20.90,0.00,0.00,23.30,,2.97,755.73,729.82,96.57,,340.16
IDSW,2013-01-24,18.86,0.00,0.00,20.10,,2.90,758.37,730.83,96.37,,339.82
IDSW,2013-01-25,17.98,0.00,0.00,14.60,,2.88,754.78,730.29,96.76,,339.21
IDSW,2013-01-26,24.73,0.00,0.00,25.80,,2.86,752.08,730.16,97.09,,340.01
IDSW,2013-01-27,22.22,0.00,0.00,22.20,,2.90,753.06,731.50,97.14,,340.17
IDSW,2013-01-28,23.12,0.00,0.00,26.80,,2.89,751.50,731.91,97.39,,340.08
IDSW,2013-01-29,27.39,0.00,0.00,25.90,,2.93,755.71,733.87,97.11,,340.04
IDSW,2013-01-30,28.82,0.00,0.00,27.10,,3.06,758.42,738.75,97.41,,340.31
IDSW,2013-01-31,26.91,1.55,5.76,27.60,,3.22,759.26,748.87,98.63,,340.38
IDSW,2013-02-01,31.50,0.00,0.00,30.10,,3.23,761.38,745.04,97.85,,340.89
IDSW,2013-02-02,29.70,0.00,0.00,31.40,,3.19,762.90,745.71,97.75,,341.56
IDSW,2013-02-03,27.78,0.00,0.00,30.30,,3.13,758.40,747.41,98.55,,340.37
IDSW,2013-02-04,34.65,0.00,0.00,30.60,,3.17,755.03,749.46,99.26,,340.66
IDSW,2013-02-05,32.01,0.00,0.00,30.30,,3.23,750.19,751.71,100.20,,339.97
IDSW,2013-02-06,33.81,0.00,0.00,31.90,,3.27,753.03,752.87,99.98,,340.41
IDSW,2013-02-07,24.58,2.30,9.36,31.00,,3.34,751.59,768.91,102.30,,339.38
IDSW,2013-02-08,29.39,0.00,0.00,30.50,,3.35,756.26,754.12,99.72,,340.11
IDSW,2013-02-09,34.52,0.00,0.00,32.90,,3.39,756.18,755.04,99.85,,340.80
IDSW,2013-02-10,26.17,0.00,0.00,25.90,,3.43,759.00,756.58,99.68,,340.16
IDSW,2013-02-11,32.58,0.00,0.00,32.10,,3.43,758.26,757.21,99.86,,340.51
IDSW,2013-02-12,24.10,0.00,0.00,27.40,,3.38,759.85,758.00,99.76,,339.61
IDSW,2013-02-13,35.98,0.00,0.00,32.70,,3.38,759.71,759.50,99.97,,340.73
IDSW,2013-02-14,26.77,0.00,0.00,27.40,,3.41,764.36,760.00,99.43,,339.81
IDSW,2013-02-15,26.68,0.00,0.00,28.80,,3.47,763.52,761.79,99.77,,339.64
IDSW,2013-02-16,33.40,0.00,0.00,33.70,,3.50,755.44,761.79,100.84,,340.38
IDSW,2013-02-17,29.45,0.00,0.00,27.80,,3.59,755.75,764.33,101.14,,339.88
IDSW,2013-02-18,32.51,0.00,0.00,29.10,,3.58,751.39,764.08,101.69,,339.68
IDSW,2013-02-19,30.96,0.00,0.00,31.80,,3.58,747.69,764.71,102.28,,340.18
IDSW,2013-02-20,32.28,0.00,0.00,33.20,,3.61,752.32,765.75,101.79,,340.39
IDSW,2013-02-21,22.42,0.00,0.00,22.40,,3.64,753.51,764.83,101.50,,339.28
IDSW,2013-02-22,27.68,0.00,0.00,26.90,,3.67,750.11,762.08,101.60,,339.78
IDSW,2013-02-23,24.17,0.00,0.00,24.40,,3.69,754.24,760.29,100.80,,339.64
IDSW,2013-02-24,23.70,0.00,0.00,26.10,,3.73,759.49,760.25,100.10,,339.65
IDSW,2013-02-25,29.58,0.00,0.00,28.90,,3.80,753.74,758.83,100.68,,340.34
IDSW,2013-02-26,28.40,0.00,0.00,29.00,,3.88,759.72,761.41,100.22,,339.66
IDSW,2013-02-27,27.22,0.00,0.00,26.70,,3.99,758.84,759.37,100.07,,339.66
IDSW,2013-02-28,19.62,0.00,0.00,18.40,,4.12,759.80,762.08,100.30,,339.02
IDSW,2013-03-01,26.51,0.68,2.55,28.00,,4.29,761.00,766.12,100.67,,340.07
IDSW,2013-03-02,27.54,0.98,3.57,31.60,,4.41,755.51,767.37,101.57,,340.41
IDSW,2013-03-03,29.76,0.90,3.02,32.60,,4.50,756.12,767.83,101.55,,340.79
IDSW,2013-03-04,44.73,0.97,2.16,41.60,,4.56,757.50,768.91,101.51,,341.82
IDSW,2013-03-05,36.93,0.39,1.06,37.70,,4.58,750.61,767.25,102.22,,340.71
IDSW,2013-03-06,33.74,0.00,0.00,31.60,,4.58,745.34,765.50,102.71,,340.13
IDSW,2013-03-07,25.52,0.00,0.00,25.10,,4.57,752.88,766.66,101.83,,339.95
IDSW,2013-03-08,32.88,0.00,0.00,35.20,,4.57,754.33,767.37,101.73,,340.41
IDSW,2013-03-09,34.81,0.00,0.00,29.90,,4.65,760.52,771.46,101.44,,340.52
IDSW,2013-03-10,19.62,0.00,0.00,23.50,,4.73,761.22,773.95,101.67,,338.90
IDSW,2013-03-11,29.69,0.00,0.00,30.90,,4.86,759.81,776.71,102.22,,340.22
IDSW,2013-03-12,28.15,0.00,0.00,26.60,,5.07,755.44,780.21,103.28,,339.96
IDSW,2013-03-13,34.76,0.00,0.00,34.30,,5.25,755.73,783.66,103.70,,340.54
IDSW,2013-03-14,34.85,0.00,0.00,36.00,,5.41,753.30,786.04,104.35,,340.51
IDSW,2013-03-15,39.18,0.00,0.00,36.00,,5.60,755.69,787.79,104.25,,340.82
IDSW,2013-03-16,36.82,0.00,0.00,36.00,,5.83,751.43,788.50,104.93,,340.73
IDSW,2013-03-17,37.04,0.00,0.00,42.30,,5.87,753.77,780.79,103.58,,341.09
IDSW,2013-03-18,47.48,0.00,0.00,44.00,,5.88,755.63,779.83,103.20,,342.10
IDSW,2013-03-19,38.21,0.00,0.00,41.80,,5.80,754.87,777.46,103.00,,341.01
IDSW,2013-03-20,42.58,0.00,0.00,36.40,,5.79,744.74,775.71,104.16,,341.47
IDSW,2013-03-21,32.48,0.00,0.00,33.80,,5.82,754.32,774.71,102.70,,340.49
IDSW,2013-03-22,36.70,0.00,0.00,38.80,,5.96,757.47,777.79,102.68,,340.87
IDSW,2013-03-23,40.22,0.00,0.00,39.90,,6.02,760.96,778.37,102.29,,341.18
IDSW,2013-03-24,34.54,0.00,0.00,32.10,,6.10,759.30,775.71,102.16,,340.45
