SAR,PH,FTD,Transport,WTT,Predicted SAR
1.02,16,863.2,False,5.135942297,1.2142896039131834
0.15,9,577.7,False,5.135942297,1.6074568635306103
1e-08,16,863.2,False,5.135942297,1.2142896039131834
0.86,9,577.7,False,5.135942297,1.6074568635306103
0.86,16,863.2,False,5.135942297,1.2142896039131834
0.52,9,577.7,False,5.135942297,1.6074568635306103
0.39,16,863.2,False,5.135942297,1.2142896039131834
1.11,9,577.7,False,5.135942297,1.6074568635306103
0.9199999999999999,16,863.2,False,5.135942297,1.2142896039131834
1.25,9,577.7,False,5.135942297,1.6074568635306103
0.75,16,863.2,False,5.135942297,1.2142896039131834
0.67,16,863.2,False,5.135942297,1.2142896039131834
0.8199999999999998,9,577.7,False,5.135942297,1.6074568635306103
1e-08,12,732.0,False,5.135942297,2.030980064403388
0.12,7,512.1,False,5.135942297,2.372902103943257
0.86,7,512.1,False,5.135942297,2.372902103943257
0.68,12,732.0,False,5.135942297,2.030980064403388
1.05,16,863.2,False,5.135942297,1.2142896039131834
1.14,9,577.7,False,5.135942297,1.6074568635306103
0.5,16,863.2,False,4.699367317,1.3205280262935057
0.61,9,577.7,False,4.699367317,1.747485068666565
1.56,9,577.7,False,4.699367317,1.747485068666565
2.13,16,863.2,False,4.699367317,1.3205280262935057
0.8199999999999998,9,577.7,False,4.699367317,1.747485068666565
0.9399999999999998,16,863.2,False,4.699367317,1.3205280262935057
1.86,9,577.7,False,4.699367317,1.747485068666565
1.39,16,863.2,False,4.699367317,1.3205280262935057
1.29,9,577.7,False,4.699367317,1.747485068666565
0.88,16,863.2,False,4.699367317,1.3205280262935057
2.67,9,577.7,False,4.699367317,1.747485068666565
2.12,16,863.2,False,4.699367317,1.3205280262935057
1.15,9,577.7,False,4.699367317,1.747485068666565
1.0,16,863.2,False,4.699367317,1.3205280262935057
0.83,9,577.7,False,4.699367317,1.747485068666565
0.66,16,863.2,False,4.699367317,1.3205280262935057
1.8000000000000003,9,577.7,False,4.699367317,1.747485068666565
1.16,16,863.2,False,4.699367317,1.3205280262935057
0.49,9,577.7,False,4.699367317,1.747485068666565
0.44,16,863.2,False,4.699367317,1.3205280262935057
1.8500000000000003,9,577.7,False,4.699367317,1.747485068666565
1.16,16,863.2,False,4.699367317,1.3205280262935057
0.32,9,577.7,False,4.699367317,1.747485068666565
0.2,16,863.2,False,4.699367317,1.3205280262935057
1.56,16,863.2,False,4.699367317,1.3205280262935057
1.7399999999999998,9,577.7,False,4.699367317,1.747485068666565
0.68,9,577.7,False,4.699367317,1.747485068666565
0.68,16,863.2,False,4.699367317,1.3205280262935057
0.8,12,732.0,False,4.699367317,2.2070744939382116
1.5,7,512.1,False,4.699367317,2.577862520208468
1e-08,12,732.0,False,4.699367317,2.2070744939382116
1e-08,7,512.1,False,4.699367317,2.577862520208468
0.78,9,577.7,False,4.699367317,1.747485068666565
0.64,16,863.2,False,4.699367317,1.3205280262935057
0.14,16,863.2,False,4.159401317,1.4646789164620853
0.21,9,577.7,False,4.159401317,1.9373282333083313
0.88,9,577.7,False,4.159401317,1.9373282333083313
1.22,16,863.2,False,4.159401317,1.4646789164620853
0.17,9,577.7,False,4.159401317,1.9373282333083313
0.17,16,863.2,False,4.159401317,1.4646789164620853
1.01,9,577.7,False,4.159401317,1.9373282333083313
0.74,16,863.2,False,4.159401317,1.4646789164620853
0.9199999999999999,9,577.7,False,4.159401317,1.9373282333083313
0.55,16,863.2,False,4.159401317,1.4646789164620853
0.71,9,577.7,False,4.159401317,1.9373282333083313
0.52,16,863.2,False,4.159401317,1.4646789164620853
0.22,9,577.7,False,4.159401317,1.9373282333083313
0.22,16,863.2,False,4.159401317,1.4646789164620853
0.34,9,577.7,False,4.159401317,1.9373282333083313
0.19,16,863.2,False,4.159401317,1.4646789164620853
1.32,9,577.7,False,4.159401317,1.9373282333083313
0.91,16,863.2,False,4.159401317,1.4646789164620853
0.22,9,577.7,False,4.159401317,1.9373282333083313
0.15,16,863.2,False,4.159401317,1.4646789164620853
1.7399999999999998,9,577.7,False,4.159401317,1.9373282333083313
1.33,16,863.2,False,4.159401317,1.4646789164620853
0.13,16,863.2,False,4.159401317,1.4646789164620853
0.18,9,577.7,False,4.159401317,1.9373282333083313
0.75,9,577.7,False,4.159401317,1.9373282333083313
0.75,16,863.2,False,4.159401317,1.4646789164620853
1e-08,16,863.2,False,4.159401317,1.4646789164620853
0.14,9,577.7,False,4.159401317,1.9373282333083313
0.56,12,732.0,False,4.159401317,2.44560372439467
0.78,7,512.1,False,4.159401317,2.8552945871780957
0.28,7,512.1,False,4.159401317,2.8552945871780957
0.28,12,732.0,False,4.159401317,2.44560372439467
0.21,16,863.2,False,4.159401317,1.4646789164620853
0.25,9,577.7,False,4.159401317,1.9373282333083313
0.38,16,863.2,False,5.174963614,1.2052154259552803
0.49,9,577.7,False,5.174963614,1.595492066983788
0.83,9,577.7,False,5.174963614,1.595492066983788
1.09,16,863.2,False,5.174963614,1.2052154259552803
0.67,9,577.7,False,5.174963614,1.595492066983788
0.83,16,863.2,False,5.174963614,1.2052154259552803
1.0,9,577.7,False,5.174963614,1.595492066983788
0.78,16,863.2,False,5.174963614,1.2052154259552803
0.78,9,577.7,False,5.174963614,1.595492066983788
0.39,16,863.2,False,5.174963614,1.2052154259552803
0.93,9,577.7,False,5.174963614,1.595492066983788
0.77,16,863.2,False,5.174963614,1.2052154259552803
0.13,9,577.7,False,5.174963614,1.595492066983788
0.13,16,863.2,False,5.174963614,1.2052154259552803
0.69,9,577.7,False,5.174963614,1.595492066983788
0.62,16,863.2,False,5.174963614,1.2052154259552803
1.2,9,577.7,False,5.174963614,1.595492066983788
1.0,16,863.2,False,5.174963614,1.2052154259552803
0.55,9,577.7,False,5.174963614,1.595492066983788
0.34,16,863.2,False,5.174963614,1.2052154259552803
1.08,16,863.2,False,5.174963614,1.2052154259552803
1.49,9,577.7,False,5.174963614,1.595492066983788
0.59,9,577.7,False,5.174963614,1.595492066983788
0.49,16,863.2,False,5.174963614,1.2052154259552803
0.7,16,863.2,False,5.174963614,1.2052154259552803
0.7,9,577.7,False,5.174963614,1.595492066983788
0.45999999999999996,9,577.7,False,5.174963614,1.595492066983788
0.35,16,863.2,False,5.174963614,1.2052154259552803
1.02,12,732.0,False,5.174963614,2.0159274428289247
1.5,7,512.1,False,5.174963614,2.355376251355646
0.3,7,512.1,False,5.174963614,2.355376251355646
0.15,12,732.0,False,5.174963614,2.0159274428289247
0.5,9,577.7,False,5.174963614,1.595492066983788
0.35,16,863.2,False,5.174963614,1.2052154259552803
0.29,16,863.2,False,5.204103893,1.1984827438236008
0.35,9,577.7,False,5.204103893,1.586614199919055
0.11,9,577.7,False,5.204103893,1.586614199919055
0.21,16,863.2,False,5.204103893,1.1984827438236008
0.12,9,577.7,False,5.204103893,1.586614199919055
0.22999999999999998,16,863.2,False,5.204103893,1.1984827438236008
0.2,9,577.7,False,5.204103893,1.586614199919055
0.1,16,863.2,False,5.204103893,1.1984827438236008
1e-08,9,577.7,False,5.204103893,1.586614199919055
1e-08,16,863.2,False,5.204103893,1.1984827438236008
0.32,9,577.7,False,5.204103893,1.586614199919055
0.14,16,863.2,False,5.204103893,1.1984827438236008
0.2,9,577.7,False,5.204103893,1.586614199919055
0.2,16,863.2,False,5.204103893,1.1984827438236008
0.83,9,577.7,False,5.204103893,1.586614199919055
0.6,16,863.2,False,5.204103893,1.1984827438236008
0.44,9,577.7,False,5.204103893,1.586614199919055
0.35,16,863.2,False,5.204103893,1.1984827438236008
0.48,16,863.2,False,5.204103893,1.1984827438236008
0.54,9,577.7,False,5.204103893,1.586614199919055
0.18,9,577.7,False,5.204103893,1.586614199919055
0.07,16,863.2,False,5.204103893,1.1984827438236008
0.21,16,863.2,False,5.204103893,1.1984827438236008
0.21,9,577.7,False,5.204103893,1.586614199919055
1e-08,9,577.7,False,5.204103893,1.586614199919055
1e-08,16,863.2,False,5.204103893,1.1984827438236008
0.24,16,863.2,False,5.204103893,1.1984827438236008
0.4699999999999999,9,577.7,False,5.204103893,1.586614199919055
0.49,7,512.1,False,5.204103893,2.342370774399546
0.49,12,732.0,False,5.204103893,2.004757789281019
1e-08,12,732.0,False,5.204103893,2.004757789281019
1e-08,7,512.1,False,5.204103893,2.342370774399546
0.13,16,863.2,False,5.204103893,1.1984827438236008
0.17,9,577.7,False,5.204103893,1.586614199919055
0.57,16,863.2,False,4.879476831,1.2756309988445464
0.69,9,577.7,False,4.879476831,1.6883201612719674
1.38,9,577.7,False,4.879476831,1.6883201612719674
2.18,16,863.2,False,4.879476831,1.2756309988445464
1.38,9,577.7,False,4.879476831,1.6883201612719674
1.8799999999999997,16,863.2,False,4.879476831,1.2756309988445464
2.01,9,577.7,False,4.879476831,1.6883201612719674
1.34,16,863.2,False,4.879476831,1.2756309988445464
1.26,9,577.7,False,4.879476831,1.6883201612719674
0.66,16,863.2,False,4.879476831,1.2756309988445464
1.8500000000000003,9,577.7,False,4.879476831,1.6883201612719674
1.39,16,863.2,False,4.879476831,1.2756309988445464
0.36,9,577.7,False,4.879476831,1.6883201612719674
0.24,16,863.2,False,4.879476831,1.2756309988445464
1.36,16,863.2,False,4.879476831,1.2756309988445464
1.59,9,577.7,False,4.879476831,1.6883201612719674
1.42,16,863.2,False,4.879476831,1.2756309988445464
2.69,9,577.7,False,4.879476831,1.6883201612719674
0.62,9,577.7,False,4.879476831,1.6883201612719674
0.5,16,863.2,False,4.879476831,1.2756309988445464
1.87,16,863.2,False,4.879476831,1.2756309988445464
2.82,9,577.7,False,4.879476831,1.6883201612719674
0.66,9,577.7,False,4.879476831,1.6883201612719674
0.56,16,863.2,False,4.879476831,1.2756309988445464
1.27,16,863.2,False,4.879476831,1.2756309988445464
1.73,9,577.7,False,4.879476831,1.6883201612719674
0.77,9,577.7,False,4.879476831,1.6883201612719674
0.77,16,863.2,False,4.879476831,1.2756309988445464
0.43,9,577.7,False,4.879476831,1.6883201612719674
0.37,16,863.2,False,4.879476831,1.2756309988445464
1.36,16,863.2,False,4.822608477,1.2896417126855217
1.7000000000000002,9,577.7,False,4.822608477,1.7067852252330344
2.33,9,577.7,False,4.822608477,1.7067852252330344
3.2300000000000004,16,863.2,False,4.822608477,1.2896417126855217
1.8399999999999999,9,577.7,False,4.822608477,1.7067852252330344
2.35,16,863.2,False,4.822608477,1.2896417126855217
2.69,9,577.7,False,4.822608477,1.7067852252330344
1.9900000000000002,16,863.2,False,4.822608477,1.2896417126855217
2.66,9,577.7,False,4.822608477,1.7067852252330344
2.31,16,863.2,False,4.822608477,1.2896417126855217
0.37,16,863.2,False,4.822608477,1.2896417126855217
0.73,9,577.7,False,4.822608477,1.7067852252330344
2.17,9,577.7,False,4.822608477,1.7067852252330344
1.79,16,863.2,False,4.822608477,1.2896417126855217
3.8,9,577.7,False,4.822608477,1.7067852252330344
2.43,16,863.2,False,4.822608477,1.2896417126855217
1.43,16,863.2,False,4.822608477,1.2896417126855217
1.69,9,577.7,False,4.822608477,1.7067852252330344
3.03,9,577.7,False,4.822608477,1.7067852252330344
2.0,16,863.2,False,4.822608477,1.2896417126855217
1.54,16,863.2,False,4.822608477,1.2896417126855217
1.8399999999999999,9,577.7,False,4.822608477,1.7067852252330344
2.27,9,577.7,False,4.822608477,1.7067852252330344
1.48,16,863.2,False,4.822608477,1.2896417126855217
0.9899999999999999,16,863.2,False,4.822608477,1.2896417126855217
1.48,9,577.7,False,4.822608477,1.7067852252330344
1.28,16,863.2,False,4.822608477,1.2896417126855217
1.7000000000000002,9,577.7,False,4.822608477,1.7067852252330344
1.43,16,863.2,False,4.708686775,1.318167121088718
1.8399999999999999,9,577.7,False,4.708686775,1.744374322185448
2.74,9,577.7,False,4.708686775,1.744374322185448
3.8,16,863.2,False,4.708686775,1.318167121088718
2.44,9,577.7,False,4.708686775,1.744374322185448
3.1300000000000003,16,863.2,False,4.708686775,1.318167121088718
3.39,9,577.7,False,4.708686775,1.744374322185448
2.54,16,863.2,False,4.708686775,1.318167121088718
2.73,16,863.2,False,4.708686775,1.318167121088718
3.37,9,577.7,False,4.708686775,1.744374322185448
0.69,9,577.7,False,4.708686775,1.744374322185448
0.69,16,863.2,False,4.708686775,1.318167121088718
1.6500000000000001,16,863.2,False,4.708686775,1.318167121088718
2.2,9,577.7,False,4.708686775,1.744374322185448
3.5699999999999994,16,863.2,False,4.708686775,1.318167121088718
4.14,9,577.7,False,4.708686775,1.744374322185448
1.51,9,577.7,False,4.708686775,1.744374322185448
1.01,16,863.2,False,4.708686775,1.318167121088718
2.35,16,863.2,False,4.708686775,1.318167121088718
3.8,9,577.7,False,4.708686775,1.744374322185448
2.03,9,577.7,False,4.708686775,1.744374322185448
1.59,16,863.2,False,4.708686775,1.318167121088718
2.71,16,863.2,False,4.708686775,1.318167121088718
3.5900000000000003,9,577.7,False,4.708686775,1.744374322185448
1.24,9,577.7,False,4.708686775,1.744374322185448
1.01,16,863.2,False,4.708686775,1.318167121088718
2.33,9,577.7,False,4.708686775,1.744374322185448
1.9799999999999998,16,863.2,False,4.708686775,1.318167121088718
0.36,16,863.2,False,5.058892157,1.232405781801266
0.45000000000000007,9,577.7,False,5.058892157,1.6313418994458688
1.39,9,577.7,False,5.058892157,1.6313418994458688
2.16,16,863.2,False,5.058892157,1.232405781801266
1.05,9,577.7,False,5.058892157,1.6313418994458688
1.32,16,863.2,False,5.058892157,1.232405781801266
1.8399999999999999,9,577.7,False,5.058892157,1.6313418994458688
1.27,16,863.2,False,5.058892157,1.232405781801266
1.15,9,577.7,False,5.058892157,1.6313418994458688
1.09,16,863.2,False,5.058892157,1.232405781801266
0.35,16,863.2,False,5.058892157,1.232405781801266
0.49,9,577.7,False,5.058892157,1.6313418994458688
0.49,9,577.7,False,5.058892157,1.6313418994458688
0.43,16,863.2,False,5.058892157,1.232405781801266
3.2099999999999995,9,577.7,False,5.058892157,1.6313418994458688
1.83,16,863.2,False,5.058892157,1.232405781801266
0.37,16,863.2,False,5.058892157,1.232405781801266
0.5,9,577.7,False,5.058892157,1.6313418994458688
1.67,9,577.7,False,5.058892157,1.6313418994458688
1.04,16,863.2,False,5.058892157,1.232405781801266
0.44,16,863.2,False,5.058892157,1.232405781801266
0.5,9,577.7,False,5.058892157,1.6313418994458688
2.17,9,577.7,False,5.058892157,1.6313418994458688
1.36,16,863.2,False,5.058892157,1.232405781801266
0.27,16,863.2,False,5.058892157,1.232405781801266
0.27,9,577.7,False,5.058892157,1.6313418994458688
0.95,16,863.2,False,5.058892157,1.232405781801266
1.16,9,577.7,False,5.058892157,1.6313418994458688
0.35,16,863.2,False,5.058892157,1.232405781801266
0.45999999999999996,9,577.7,False,5.058892157,1.6313418994458688
0.93,16,863.2,False,4.929975298,1.2633156522549376
1.16,9,577.7,False,4.929975298,1.6720880631823407
2.06,9,577.7,False,4.929975298,1.6720880631823407
2.92,16,863.2,False,4.929975298,1.2633156522549376
1.29,9,577.7,False,4.929975298,1.6720880631823407
1.73,16,863.2,False,4.929975298,1.2633156522549376
2.4,9,577.7,False,4.929975298,1.6720880631823407
1.73,16,863.2,False,4.929975298,1.2633156522549376
1.44,16,863.2,False,4.929975298,1.2633156522549376
1.8799999999999997,9,577.7,False,4.929975298,1.6720880631823407
1.07,9,577.7,False,4.929975298,1.6720880631823407
0.75,16,863.2,False,4.929975298,1.2633156522549376
0.64,16,863.2,False,4.929975298,1.2633156522549376
0.9399999999999998,9,577.7,False,4.929975298,1.6720880631823407
2.9,16,863.2,False,4.929975298,1.2633156522549376
4.15,9,577.7,False,4.929975298,1.6720880631823407
1.28,9,577.7,False,4.929975298,1.6720880631823407
1.11,16,863.2,False,4.929975298,1.2633156522549376
1.8900000000000001,16,863.2,False,4.929975298,1.2633156522549376
2.66,9,577.7,False,4.929975298,1.6720880631823407
1.8500000000000003,9,577.7,False,4.929975298,1.6720880631823407
1.6,16,863.2,False,4.929975298,1.2633156522549376
1.86,16,863.2,False,4.929975298,1.2633156522549376
2.73,9,577.7,False,4.929975298,1.6720880631823407
1.86,9,577.7,False,4.929975298,1.6720880631823407
1.6,16,863.2,False,4.929975298,1.2633156522549376
1.27,9,577.7,False,4.929975298,1.6720880631823407
1.08,16,863.2,False,4.929975298,1.2633156522549376
1.6099999999999999,16,863.2,False,4.822963602,1.2895537506638213
2.09,9,577.7,False,4.822963602,1.706669303212634
2.88,9,577.7,False,4.822963602,1.706669303212634
4.23,16,863.2,False,4.822963602,1.2895537506638213
1.83,9,577.7,False,4.822963602,1.706669303212634
2.59,16,863.2,False,4.822963602,1.2895537506638213
3.56,9,577.7,False,4.822963602,1.706669303212634
2.45,16,863.2,False,4.822963602,1.2895537506638213
2.28,9,577.7,False,4.822963602,1.706669303212634
1.71,16,863.2,False,4.822963602,1.2895537506638213
1.03,16,863.2,False,4.822963602,1.2895537506638213
1.41,9,577.7,False,4.822963602,1.706669303212634
2.85,9,577.7,False,4.822963602,1.706669303212634
2.3,16,863.2,False,4.822963602,1.2895537506638213
4.34,9,577.7,False,4.822963602,1.706669303212634
2.32,16,863.2,False,4.822963602,1.2895537506638213
1.9,16,863.2,False,4.822963602,1.2895537506638213
2.66,9,577.7,False,4.822963602,1.706669303212634
5.08,9,577.7,False,4.822963602,1.706669303212634
3.64,16,863.2,False,4.822963602,1.2895537506638213
1.56,16,863.2,False,4.822963602,1.2895537506638213
1.9799999999999998,9,577.7,False,4.822963602,1.706669303212634
3.1,9,577.7,False,4.822963602,1.706669303212634
1.9299999999999997,16,863.2,False,4.822963602,1.2895537506638213
1.53,16,863.2,False,4.822963602,1.2895537506638213
2.01,9,577.7,False,4.822963602,1.706669303212634
1.01,16,863.2,False,4.822963602,1.2895537506638213
1.6099999999999999,9,577.7,False,4.822963602,1.706669303212634
1.6099999999999999,16,863.2,False,4.822963602,1.2895537506638213
1.9900000000000002,9,577.7,False,4.822963602,1.706669303212634
3.2400000000000007,16,863.2,False,4.415364569,1.3945095181683427
4.14,9,577.7,False,4.415364569,1.844939262665843
2.56,9,577.7,False,4.415364569,1.844939262665843
3.71,16,863.2,False,4.415364569,1.3945095181683427
3.56,9,577.7,False,4.415364569,1.844939262665843
4.72,16,863.2,False,4.415364569,1.3945095181683427
4.36,9,577.7,False,4.415364569,1.844939262665843
3.2099999999999995,16,863.2,False,4.415364569,1.3945095181683427
2.81,16,863.2,False,4.415364569,1.3945095181683427
3.9699999999999998,9,577.7,False,4.415364569,1.844939262665843
1.94,9,577.7,False,4.415364569,1.844939262665843
1.58,16,863.2,False,4.415364569,1.3945095181683427
3.26,16,863.2,False,4.415364569,1.3945095181683427
4.14,9,577.7,False,4.415364569,1.844939262665843
3.44,16,863.2,False,4.415364569,1.3945095181683427
5.73,9,577.7,False,4.415364569,1.844939262665843
4.74,9,577.7,False,4.415364569,1.844939262665843
3.55,16,863.2,False,4.415364569,1.3945095181683427
5.17,16,863.2,False,4.415364569,1.3945095181683427
5.57,9,577.7,False,4.415364569,1.844939262665843
4.12,9,577.7,False,4.415364569,1.844939262665843
3.49,16,863.2,False,4.415364569,1.3945095181683427
5.14,16,863.2,False,4.415364569,1.3945095181683427
6.36,9,577.7,False,4.415364569,1.844939262665843
5.82,9,577.7,False,4.415364569,1.844939262665843
4.77,16,863.2,False,4.415364569,1.3945095181683427
3.32,9,577.7,False,4.415364569,1.844939262665843
1.9900000000000002,16,863.2,False,4.415364569,1.3945095181683427
4.09,9,577.7,False,4.415364569,1.844939262665843
2.85,16,863.2,False,4.415364569,1.3945095181683427
1.09,16,863.2,False,4.656944068,1.331327965769463
1.27,9,577.7,False,4.656944068,1.7617145366693312
3.29,9,577.7,False,4.656944068,1.7617145366693312
4.27,16,863.2,False,4.656944068,1.331327965769463
1.4,9,577.7,False,4.656944068,1.7617145366693312
1.78,16,863.2,False,4.656944068,1.331327965769463
3.3099999999999996,9,577.7,False,4.656944068,1.7617145366693312
2.57,16,863.2,False,4.656944068,1.331327965769463
1.51,9,577.7,False,4.656944068,1.7617145366693312
1.15,16,863.2,False,4.656944068,1.331327965769463
0.8699999999999999,16,863.2,False,4.656944068,1.331327965769463
1.04,9,577.7,False,4.656944068,1.7617145366693312
1.71,9,577.7,False,4.656944068,1.7617145366693312
1.38,16,863.2,False,4.656944068,1.331327965769463
4.96,9,577.7,False,4.656944068,1.7617145366693312
4.49,16,863.2,False,4.656944068,1.331327965769463
0.78,16,863.2,False,4.656944068,1.331327965769463
0.88,9,577.7,False,4.656944068,1.7617145366693312
4.13,9,577.7,False,4.656944068,1.7617145366693312
3.09,16,863.2,False,4.656944068,1.331327965769463
0.59,16,863.2,False,4.656944068,1.331327965769463
1.17,9,577.7,False,4.656944068,1.7617145366693312
3.8,9,577.7,False,4.656944068,1.7617145366693312
3.19,16,863.2,False,4.656944068,1.331327965769463
1.46,16,863.2,False,4.656944068,1.331327965769463
1.6500000000000001,9,577.7,False,4.656944068,1.7617145366693312
0.96,16,863.2,False,4.656944068,1.331327965769463
1.01,9,577.7,False,4.656944068,1.7617145366693312
0.74,16,863.2,False,5.029889673,1.2392938253352728
0.89,9,577.7,False,5.029889673,1.6404226054325912
1.43,9,577.7,False,5.029889673,1.6404226054325912
2.61,16,863.2,False,5.029889673,1.2392938253352728
0.9199999999999999,9,577.7,False,5.029889673,1.6404226054325912
1.34,16,863.2,False,5.029889673,1.2392938253352728
1.8900000000000001,9,577.7,False,5.029889673,1.6404226054325912
1.14,16,863.2,False,5.029889673,1.2392938253352728
0.8,16,863.2,False,5.029889673,1.2392938253352728
1.24,9,577.7,False,5.029889673,1.6404226054325912
0.45000000000000007,9,577.7,False,5.029889673,1.6404226054325912
0.34,16,863.2,False,5.029889673,1.2392938253352728
0.9199999999999999,16,863.2,False,5.029889673,1.2392938253352728
1.1,9,577.7,False,5.029889673,1.6404226054325912
1.6200000000000003,16,863.2,False,5.029889673,1.2392938253352728
3.5900000000000003,9,577.7,False,5.029889673,1.6404226054325912
0.8199999999999998,9,577.7,False,5.029889673,1.6404226054325912
0.69,16,863.2,False,5.029889673,1.2392938253352728
1.24,16,863.2,False,5.029889673,1.2392938253352728
2.18,9,577.7,False,5.029889673,1.6404226054325912
0.39,9,577.7,False,5.029889673,1.6404226054325912
0.39,16,863.2,False,5.029889673,1.2392938253352728
1.5700000000000003,16,863.2,False,5.029889673,1.2392938253352728
1.8799999999999997,9,577.7,False,5.029889673,1.6404226054325912
0.9399999999999998,9,577.7,False,5.029889673,1.6404226054325912
0.86,16,863.2,False,5.029889673,1.2392938253352728
0.27,16,863.2,False,5.029889673,1.2392938253352728
1.08,9,577.7,False,5.029889673,1.6404226054325912
0.69,9,577.7,False,5.029889673,1.6404226054325912
0.55,16,863.2,False,5.029889673,1.2392938253352728
0.22999999999999998,16,863.2,False,5.894073936,1.0494951706919184
0.3,9,577.7,False,5.894073936,1.390055487912475
1.0,9,577.7,False,5.894073936,1.390055487912475
0.79,16,863.2,False,5.894073936,1.0494951706919184
0.69,9,577.7,False,6.626864275,1.2075659228454265
0.54,16,863.2,False,6.626864275,0.9113019366924211
1.31,9,577.7,False,6.626864275,1.2075659228454265
0.8500000000000001,16,863.2,False,6.626864275,0.9113019366924211
0.35,9,577.7,False,5.981179831,1.3670133161583164
0.34,16,863.2,False,5.981179831,1.0320391939290614
1.87,9,577.7,False,5.981179831,1.3670133161583164
1.5700000000000003,16,863.2,False,5.981179831,1.0320391939290614
1.03,16,863.2,False,5.801968779,1.0682707886099814
1.29,9,577.7,False,5.801968779,1.414836662718926
2.52,9,577.7,False,5.801968779,1.414836662718926
2.08,16,863.2,False,5.801968779,1.0682707886099814
2.04,9,577.7,False,7.520982259,1.0166978165120542
1.49,16,863.2,False,7.520982259,0.7668978650058987
4.0,9,577.7,False,7.520982259,1.0166978165120542
2.5,16,863.2,False,7.520982259,0.7668978650058987
1.69,16,863.2,False,5.78285677,1.0722081978940403
2.69,9,577.7,False,5.78285677,1.4200331021074144
3.01,9,577.7,False,5.78285677,1.4200331021074144
2.67,16,863.2,False,5.78285677,1.0722081978940403
2.55,16,863.2,False,5.521706902,1.127469648564927
2.75,16,863.2,False,5.521706902,1.127469648564927
1.25,16,863.2,False,6.122033914,1.004418130744834
0.3,16,863.2,False,6.122033914,1.004418130744834
1.77,16,863.2,False,4.737962605,1.3107777103794014
1.07,16,863.2,False,4.737962605,1.3107777103794014
0.42,16,863.2,False,4.97473809,1.252497278593359
0.35,16,863.2,False,,
5.1,4,361.7,False,4.729475406,2.630263390157175
1.9,4,361.7,False,4.729475406,2.630263390157175
3.03,5,438.1,False,4.729475406,3.5356762876285703
2.92,8,584.0,False,4.729475406,3.4428945769926966
2.46,4,361.7,False,4.729475406,2.630263390157175
3.1300000000000003,5,438.1,False,4.729475406,3.5356762876285703
3.44,8,584.0,False,4.729475406,3.4428945769926966
1e-08,2,292.2,False,5.135942297,3.8219732138158666
0.78,5,438.1,False,5.135942297,3.2756187766178577
0.19,1,146.1,False,5.135942297,1.3318749757001476
2.02,4,361.7,False,5.135942297,2.435120065281855
0.57,4,361.7,False,5.135942297,2.435120065281855
